Audio File	Transcription
dede_18.mp3	 Angesichts ausufernder Defizite und einer richtungslosen Fiskalpolitik fragt man sich, ob eine populistische Administration nicht doch leichtsinnigerweise die Gelddruckmaschine anwerfen würde.
dede_19.mp3	 Und wer sich in dieser Hinsicht wirklich Sorgen macht, könnte in Gold tatsächlich die verlässlichste Absicherung finden.
dede_20.mp3	 Natürlich kann man einwenden, dass inflationsindexierte Anleihen eine bessere und direktere Absicherung seien, als Gold.
dede_21.mp3	 Aber die Goldbuchs machen sich zu Recht Sorgen, ob die Regierung ein derartiges Engagement unter extremeren Umständen würdigte.
dede_22.mp3	 Wie kam Reinhard und ich in unserem jüngsten Buch über die Geschichte von Finanzkrisen Dieses Mal ist alles anders, zeigen, konvertieren Pleiteregierungen diese indexierten Anleihen oftmals zwangsweise in nicht indexierte, auf das ich ihr Wert weginflationiere.
dede_23.mp3	 Sogar in den Vereinigten Staaten wurden während der großen Depression der 1930er Jahre die Indexklauseln aus Anleiheverträgen gestrichen. Das kann also überall passieren.
dede_24.mp3	 Aber selbst wenn eine sehr hohe Inflation möglich ist, heißt das noch lange nicht, dass sie auch wahrscheinlich ist. Man sollte daher mit der Argumentation vorsichtig sein, wonach höhere Goldpreise von Inflationserwartungen angetrieben seien.
dede_25.mp3	 Mancherorts heißt es auch, der lange Aufwärtstrend des Goldes wäre teilweise durch die Entwicklung neuer Finanzinstrumente bedingt, die den Handel und die Spekulation mit Gold erleichterten.
dede_26.mp3	 Darin liegt möglicherweise ein Körnchen Wahrheit, und ein gewisses Maß an Ironie.
dede_27.mp3	 Denn schon die mittelalterlichen Alchemisten beschäftigten sich mit der aus heutiger Sicht absurden Suche nach einer Möglichkeit, aus unedeln Metallen Gold zu machen.
dede_28.mp3	 Wäre es nicht paradox, wenn es der Finanzalchemie gelänge, den Wert eines Goldbarens dramatisch steigen zu lassen?
dede_29.mp3	 Meiner Ansicht nach ist der stärkste Grund für den heutigen hohen Goldpreis der dramatische Aufstieg Asiens, Lateinamerikas und des Mittleren Ostens in die Weltwirtschaft.
dede_30.mp3	 Legionen neuer Verbraucher gewinnen an Kaufkraft und damit steigt zwangsläufig die Nachfrage, wodurch der Preis für knappe Güter steigt.
dede_31.mp3	 Zugleich müssen die Zentralbanken der Schwellenmärkte Goldreserven anlegen, die sie allerdings noch immer in viel geringerem Ausmaß halten, als die Zentralbanken reicher Länder. Nachdem der Euro als Möglichkeit der Diversifizierung des Dollar-Portefeuilles wenig einladend wirkt, steigt natürlich der Reiz des Goldes.
dede_32.mp3	 Also, ja, manche Fundamentaldaten untermauern durchaus die heutigen Goldpreise, obwohl es fraglich ist, ob und in welchem Ausmaß sie höhere Preise auch in Zukunft untermauern werden.
dede_33.mp3	 Ein weiterer entscheidender und grundlegender Faktor, der zu hohen Goldpreisen beitrug, könnte sich als weit kurzlebiger erweisen als die Globalisierung.
dede_34.mp3	 Der Goldpreis ist extrem empfindlich hinsichtlich globaler Veränderungen des Zinssatzes.
dede_35.mp3	 Schließlich bringt Gold keine Zinsen und die Lagerung kostet sogar etwas.
dede_36.mp3	 Angesichts der in vielen Ländern teilweise auf einem Rekordtief befindlichen Zinsen ist es relativ billig, mit Gold zu spekulieren, anstatt in Anleihen zu investieren.
dede_37.mp3	 Wenn aber die realen Zinssätze signifikant ansteigen, wie dies eines Tages durchaus möglich ist, könnte der Goldkurs abstürzen.
dede_38.mp3	 Aus den meisten ökonomischen Forschungsergebnissen geht hervor, dass eine kurz- bis mittelfristige Prognose des Goldpreises sehr schwierig ist, wobei sich die Chancen auf Gewinn und Verlust ungefähr ausgleichen.
dede_39.mp3	 Daher ist es gefährlich, aus kurzfristigen Trends Prognosen abzuleiten.
dede_40.mp3	 Ja, mit Gold ist es prima gelaufen, aber bis vor ein paar Jahren war es auch mit weltweiten Immobilienpreisen so.
dede_41.mp3	 Wenn Sie ein vermögender Investor, ein Staatsfonds oder eine Zentralbank sind, ist es unbedingt sinnvoll, einen bescheidenen Teil Ihres Portefiliers zur Absicherung gegen extreme Ereignisse in Gold zu halten.
dede_42.mp3	 Aber trotz seiner erhöhten Attraktivität im Gefolge einer außergewöhnlichen Preissteigerung, bleibt Gold für die meisten von uns eine sehr riskante Sache.
dede_43.mp3	 Natürlich haben derartige Überlegungen möglicherweise wenig Einfluss auf die Goldpreise.
dede_44.mp3	 Was für die Alchemisten von damals galt, trifft auch heute noch zu. Gold und Vernunft sind oft schwer unter einen Hut zu bringen.
dede_45.mp3	 Ist der Irak das nächste Afghanistan?
dede_46.mp3	 Zu Beginn des Irakkriegs unter US-Führung bildeten sich zwei konkurrierende Voraussagen über sein Ergebnis.
dede_47.mp3	 Die erste behauptete, der Sturz des Saddam Hussein-Regime dürfte im Irak eine Ära der Demokratie einleiten, die als Modell und Katalysator für die demokratische Umgestaltung der Region dienen würde.
dede_48.mp3	 Von den Kritikern als neue Domino-Theorie verspottet stellte diese Ansicht die Intervention in den Irak als etwas ähnliches wie die Rolle dar, die Amerika nach dem Zweiten Weltkrieg in Japan eingenommen hat.
dede_49.mp3	 Gegen den Optimismus dieses Japan-Szenarios behaupteten die Pessimisten, dass ein Somalia-Szenario wahrscheinlicher wäre.
dede_50.mp3	 Sie stützten ihre Behauptung auf die Stammes-, Konfessions- und multiethnische Natur des Irak, die ohne Diktatur vermutlich im Irak den Zusammenbruch in einen misslungenen Staat mit wucherndem Kriegsherrenunwesen, ethnische und religiöse Fäden und Unterschlupf für terroristische Organisationen auslösen würde.
dede_51.mp3	 Doch ist jetzt die Hauptfrage, ob der Irak irgendwo zwischen diesen beiden Szenarien entlang trifften wird, um zunehmend Afghanistan ähnlicher zu werden.
dede_52.mp3	 Dieses afghanische Szenario beinhaltet einen schwachen Staat mit nomineller Macht über tatsächlich autonome Stammestümer, die von starken Männern als ihren Repräsentanten in der Staatsregierung geführt werden.
dede_53.mp3	 So schlecht es klingen mag, doch scheint diese Perspektive ein realistischer Kompromiss zwischen der vermutlich utopischen Vision einer blühenden, vereinigten Demokratie und der Jämmerlichkeit eines misslungenen Staates zu sein.
dede_54.mp3	 Viele Handlungen und Richtlinien der provisorischen Koalitionsbehörde, CPA, als auch Entscheidungen der Regierung Bush auf höherer Ebene scheinen auf eine resignierende Hinnahme hinzudeuten und darauf, dass die frühere Hoffnung, der Irak würde eine Demokratie westlichen Stils annehmen, verloren gegangen ist.
dede_55.mp3	 Tatsächlich sind solche Hoffnungen verloren gegangen.
dede_56.mp3	 Iraks politische Kultur, und diejenige des größten Teils des Nahen Ostens, verträgt sich nicht mit den Grundbestandteilen einer Demokratie in einem wiedererkenbaren westlichen Stil, die Vorstellungen von individuellen Rechten und individueller Verantwortlichkeit fehlen. Der Begriff eines patriarchalischen Staates ist tief verwurzelt.
dede_57.mp3	 Andererseits prägen viele Trugschlüsse die Analysen, welche die traditionelle Natur der irakischen Gesellschaft für die Behinderung einer liberalen Demokratie halten.
dede_58.mp3	 Denn diese Analysen sind kaum neutral, sondern treten unbeabsichtigt in eine noch andauernde Auseinandersetzung ein.
dede_59.mp3	 In Irak wird wie anderswo in der arabischen und mohammedanischen Welt ein kultureller Krieg zwischen zwei Musterbildern geführt, hier großartige Entwürfe, die ein kollektivistisches Verständnis dulden, Nationalismus, Sozialismus, Islamismus, und dort ein unterschwelliges Paradigma individualistischer Modernität.
dede_60.mp3	 Die Frontlinie in diesem Krieg bilden Vorstellungen von der individuellen und kulturellen Identität, der bürgerlichen Gesellschaft und vom Nationalstaat.
dede_61.mp3	 Der religiös-islamische Bestandteil im irakischen gesellschaftlichen Leben sollte nicht unterschätzt werden.
dede_62.mp3	 Aber es sollte auch nicht mit dem politischen Islamismus auf gleiche Stufe gestellt werden, der sich bemüht, daraus Kapital zu schlagen.
dede_63.mp3	 Die nationalistischen und sozialistischen politischen Diskurse haben dem irakischen Wertsystem ihre Spuren aufgedrückt, doch sind sie nicht dessen einzige Bestandteile.
dede_64.mp3	 Tatsächlich stellt die nominelle Hinnahme des großartigen Entwurfs der Demokratie und der Menschenrechte als gemeinsame Grundlage für den politischen Diskurs eine wesentliche Verschiebung beim Abstecken der Front im Kulturkampf dar.
dede_65.mp3	 Die kulturelle Debatte beschränkt sich nicht auf die arabische Szene.
dede_66.mp3	 Es gibt auch im Westen lebhafte Diskussionen über die Anwendbarkeit demokratischer Institutionen im arabischen Kontext.
dede_67.mp3	 Verfechter der Vorstellung einer arabischen Sonderstellung, welche die Fähigkeit der arabischen Gesellschaften, sich demokratischen Systemen anzupassen, in Fragen stellen, sind tatsächlich objektiv mit den Ideologen der großen Entwürfe verbündet, und auch mit den Nutznissern der auf Protektionismus gestützten politischen Organisationen.
dede_68.mp3	 Die im Westen sowohl von politischen wie akademischen Kreisen zur Analyse und Interpretation der arabischen Gesellschaften benutzten Muster sind ernsthaft unzulänglich.
dede_69.mp3	 Insbesondere preisen viele Analysen heutzutage ein ethnische Modell an, reduzieren den Irak auf ein künstliches Gebilde, das einer zersplitterten Realität getrennter Gemeinschaften übergestülpt wurde.
dede_70.mp3	 Einige haben sogar vorgeschlagen, das aufgrund dieser falschen Ansichten vorausgesagte Ergebnis zu beschleunigen, indem man den Irak in seine ursprünglich echten Bestandteile zerlegt, Sunniten, Schiiten und Kurden.
dede_71.mp3	 Tatsächlich ist die irakische Gesellschaft komplexer als dies.
dede_72.mp3	 Der Aufnahme und Übernahme der Demokratie ist keine Funktion von Sektenzugehörigkeit, sondern der Reflexion auf die vieldimensionalen, historischen, kulturellen, religiösen und politischen Identitäten der irakischen Einzelpersonen.
dede_73.mp3	 Unter den richtigen Umständen ist es sehr gut möglich, die irakische Gesellschaft in Richtung auf eine demokratische Gestaltung ihres künftigen Staates zu bewegen.
dede_74.mp3	 Der Sturz von Saddam leitet solche richtigen Umstände ein.
dede_75.mp3	 Tatsächlich ist der scheinbare Misserfolg, nämlich dass sich im Irak innerhalb der ersten wenigen Monate nach dem Zusammenbruch der Diktatur Saddams kein erkennbarer demokratischer Kern herausgebildet hat, mehr auf die Eigenheiten des Prozesses zurückzuführen als auf eine unterstellte Wesensnatur der irakischen Gesellschaft.
dede_76.mp3	 Bis zum Sturz Saddams gab es im Irak eine breite Mittelschicht, die demokratischen Diskursen und Verfahren gegenüber positiv eingestellt war.
dede_77.mp3	 Politische Fehler und Umschwünge haben diese Mittelschicht zerrieben und sowohl dem ideologischen Islamismus als auch einem wieder einsetzenden Neobiatismus den Weg geöffnet.
dede_78.mp3	 Der Hauptfehler war das Versäumnis der Besatzungsmächte, die kleine Gruppe irakischer, liberaler Demokraten dafür auszurüsten und zu ermächtigen, in diese Mittelschicht vorzudringen, mit der Folge, dass der Spielraum für ein liberales demokratisches Ergebnis schrumpfte.
dede_79.mp3	 Doch diesen Rückschlag als einen Misserfolg zu betrachten, wäre eine sich selbst bestätigende Prophezeiung.
dede_80.mp3	 Die Demokraten im Irak müssen wieder zu einer klaren Öffentlichkeitsstrategie finden und diese entwickeln.
dede_81.mp3	 Die CPA und die Weltgemeinschaft sollten das Ergebnis ihrer Bemühungen nicht beeinträchtigen, indem sie einer oberflächlichen und falschen Ansicht über die irakische Gesellschaft folgen.
dede_82.mp3	 Selbst wenn solche Anstrengungen erfolgreich sind, wird der Weg zu einem richtig gehenden demokratischen System im Irak noch immer mühsam und kostspielig sein.
dede_83.mp3	 Doch statt einem Somaliaszenario zu erliegen oder von einem Japanszenario zu träumen oder sich mit einem Afghanistan-Szenario anzufreunden, könnte der Irak doch noch ein Szenario für ein erfolgreiches Eingreifen im 21. Jahrhundert werden.
dede_84.mp3	 Eine neu-ottomanische Türkei?
dede_85.mp3	 Ankara. Die internationalen Medien sind heutzutage besessen von der Frage, wer die Türkei verloren habe und was dieser vermeintliche Verlust für Europa und den Westen bedeutet.
dede_86.mp3	 Alarmierender ist, dass einige Kommentatoren die Nachbarschaftspolitik der Türkei mit einem Wiedererwachen des ottomanischen Imperialismus gleichsetzen.
dede_87.mp3	 Vor kurzem ging ein führender türkischer Leitartikler so weit, den türkischen Außenminister Ahmet Davutoglu mit der Aussage zu zitieren, wir sind in der Tat neu-ottomanisch.
dede_88.mp3	 Als jemand, der dabei war, als Davutoglu seine Rede vor der Parlamentsfraktion der regierenden türkischen Partei für Gerechtigkeit und Entwicklung, AKP, hielt, kann ich bezeugen, dass er diese Worte nicht benutzt hat.
dede_89.mp3	 Tatsächlich verwenden weder Davutoglu noch irgendjemand sonst von uns in der außenpolitischen Gemeinschaft der AKP diesen Begriff, weil er schlicht eine Verdrehung unserer Haltung darstellt.
dede_90.mp3	 Die Nachbarschaftspolitik der Türkei ist darauf ausgelegt, die Türkei wieder in ihre unmittelbaren Nachbarschaften zu integrieren, den Balkan, die Schwarzmeerregion, den Kaukasus, den Nahen Osten und den östlichen Mittelmeerraum.
dede_91.mp3	 Wir verfolgen das Ziel, unseren politischen Dialog zu vertiefen, unseren Handel zu steigern und die zwischenmenschlichen Kontakte zu unseren Nachbarn in Form des Sports, Tourismus und der kulturellen Aktivitäten auszuweiten.
dede_92.mp3	 Als Egon Bahr in den 1960er Jahren seine Ostpolitik formulierte, fragte niemand Wilbrand, ob Deutschland verloren gegangen sei.
dede_93.mp3	 Gott hat der Türkei eine geografische Lage gegeben, die es zu einer grundlegenden Anforderung macht, dass wir uns nach Osten und Westen, Norden und Süden hin engagieren.
dede_94.mp3	 Wir haben dabei weder eine Wahl, noch ist dies ein Luxus, es ist eine Notwendigkeit.
dede_95.mp3	 Das Symbol der byzantinischen und seltschokischen Reiche, die in etwa dasselbe Gebiet bedeckten wie heute die Türkei, war ein doppelköpfiger Adler, der nach Osten und Westen blickte.
dede_96.mp3	 Es sollte niemanden erstaunen, dass auch die Türkei sich nach beiden Enden ihres Territoriums hin orientiert und dass sie glaubt, ihre Sicherheit ließe sich am besten konsolidieren, indem sie die Risiken gemeinsam mit ihren Nachbarn minimiert.
dede_97.mp3	 Insofern empfinden wir die aktuelle Debatte über die Orientierung der Türkei als recht überflüssig und in einigen Fällen als böswillig.
dede_98.mp3	 Unsere Nachbarschaftspolitik braucht Unterstützung, keine Kritik.
dede_99.mp3	 Die Türkei hat sich zu einem unbezahlbaren Aktivposten im Gefüge der uns umgebenden Regionen entwickelt und ist schon jetzt dabei, den Status Quo hin zu mehr Stabilität und Berechenbarkeit zu ändern.
dede_100.mp3	 Unseren Bemühungen um eine Normalisierung der Beziehung zu Armenien etwa ist es bestimmt, einen Wandel im gesamten Südkaukasus herbeizuführen.
dede_101.mp3	 Wir leisten unseren Teil, was die Übernahme der Lasten angeht.
dede_102.mp3	 Vernünftige Europäer verstehen das.
dede_103.mp3	 Sicher, einige unserer Nachbarn sind schwierig.
dede_104.mp3	 Aber kein Land genießt den Luxus, sich seine Nachbarn aussuchen zu können.
dede_105.mp3	 Die Nachbarschaftspolitik der Türkei ist sehr realistisch und beruht auf genuinen Interessen, nicht romantischer neu-ottomanischer Verklärung, wie es mehr als nur ein paar internationale Kommentatoren suggerieren.
dede_106.mp3	 Es gibt durchaus eine neu-ottomanische Wiederbelebung im kulturellen Bereich und unsere Bürger sind interessiert daran, Leben, Kultur und Praktiken der Ottomanen neu zu entdecken.
dede_107.mp3	 Die Türkei normalisiert sich innenpolitisch und interpretiert dabei auch ihr nationalhistorisches Verständnis neu.
dede_108.mp3	 Dies ist ein natürliches Nebenprodukt der Konsolidierung unserer Demokratie.
dede_109.mp3	 Der Versuch jedoch, unseren sorgfältig konzipierten außenpolitischen Initiativen einen imperialistischen Anstrich zu verleihen, ist nicht nur eine völlige Verdrehung der Tatsachen, sondern fügt auch unseren wohlmeinenden Bemühungen zur Stabilisierung unserer Region grobes Unrecht zu.
dede_110.mp3	 In der römischen Mythologie war Janus der Gott der Türen und Tore, der Gott von Anfang und Ende.
dede_111.mp3	 Die heutige Türkei mit ihrer Janusartigen Geografie eröffnet dem Osten und dem Westen Türen und Tore.
dede_112.mp3	 Sie bietet dem Kaukasus, der Schwarzmeerregion, dem Balkan und dem Mittelmeer Gelegenheiten vom Neuanfang und auch dazu, Dinge zu Abschluss zu bringen.
dede_113.mp3	 In dieser Eigenschaft komplementiert und unterstützt die Türkei einen einzigartigen Übergang zwischen anderweitig schwierigen Regionen, denn sie steht für jahrhundertealte Koexistenz und Anpassung.
dede_114.mp3	 Die türkische Außenpolitik trägt zu diesem Aufeinanderzugehen bei und hilft ihren unmittelbaren Nachbarschaften, den Kontakt zueinander zu finden.
dede_115.mp3	 Anders als in jüngster Zeit behauptet, streben die Außenpolitiker der Türkei keine Wiederbelebung des Ottomanischen Reiches an.
dede_116.mp3	 Stattdessen bemühen wir uns um eine historische Reintegration der Türkei in ihre unmittelbaren Nachbarschaften und korrigieren damit eine Anomalie aus der Zeit des Kalten Krieges.
dede_117.mp3	 Eine derartige Reintegration würde der Europäischen Union und unseren anderen westlichen NATO-Verbündeten nur nützen.
dede_118.mp3	 Keiner von ihnen hat daher einen Grund, Unbehagen über die Türkei zu äußern.
dede_119.mp3	 Paris, während sich die Wirtschaftskrise vertieft und ausweitet, ist die Welt auf der Suche nach historischen Analogien, die uns helfen sollen die Geschehnisse zu verstehen.
dede_120.mp3	 Zu Beginn der Krise wurde sie von vielen mit 1982 oder 1973 verglichen, was beruhigend war, da sich beide Daten auf klassische zyklische Konjunkturabschwünge beziehen.
dede_121.mp3	 Heute ist die Stimmung wesentlich trostloser und Bezüge auf die Jahre 1929 und 1931 beginnen sichtbar zu werden. Auch wenn einige Regierungen sich weiterhin so verhalten, als sei die Krise eher klassisch als außergewöhnlich.
dede_122.mp3	 Die Tendenz ist entweder eine übermäßige Zügelung Europa oder eine Streuung der Bemühungen die Vereinigten Staaten.
dede_123.mp3	 Europa ist zurückhaltend, um Schulden zu vermeiden und den Euro zu schützen, die USA hingegen haben an vielen Fronten Maßnahmen ergriffen, um die ideale Gelegenheit zur Durchführung dringend erforderlicher Strukturreformen nicht zu versäumen.
dede_124.mp3	 Geostrategen hingegen fällt sowohl in politischer als auch in wirtschaftlicher Hinsicht natürlich das Jahr 1989 ein.
dede_125.mp3	 Der Niedergang der Investmentbank Lehman Brothers hat natürlich nichts mit dem Fall der Berliner Mauer zu tun.
dede_126.mp3	 Oberflächlich scheint er sogar seine perfekte Antithese zu sein. Der Zusammenbruch einer Mauer, die Unterdrückung und künstliche Teilungen symbolisiert, im Vergleich zum Zusammenbruch einer scheinbar unzerstörbaren und beruhigenden Institution des Finanzkapitalismus.
dede_127.mp3	 Dennoch könnten die Jahre 2008 bis 2009, ähnlich wie 1989, durchaus einem epochalen Wandel entsprechen, dessen deutlich werdende Konsequenzen jahrzehntelang spürbar sein werden.
dede_128.mp3	 Das Ende der ideologischen Teilung zwischen Ost und West und das Ende des absoluten Vertrauens in die Märkte sind historische Wendepunkte.
dede_129.mp3	 Und was im Jahr 2009 geschehen wird, könnte einige der positiven Resultate des Jahres 1989 gefährden, einschließlich der friedlichen Wiedervereinigung Europas und des Sieges demokratischer Prinzipien über nationalistische, wenn nicht sogar fremdenfeindliche, Tendenzen.
dede_130.mp3	 Im Jahr 1989 hat die liberale Demokratie einen Triumph über die sozialistische Ideologie errungen, die vom Ostblock verkörpert und gefördert wurde.
dede_131.mp3	 Für viele seiner Anhänger war es Präsident Ronald Reagan, der die sowjetische Wirtschaft mit seiner wohlüberlegten Zuspitzung des Rüstungswettlaufs an ihre Grenzen brachte und somit den vollen Beweis für die Überlegenheit liberaler Gesellschaften und freier Märkte erbrachte.
dede_132.mp3	 Natürlich gibt es deutliche Unterschiede zwischen 1989 und heute.
dede_133.mp3	 Erstens, und vielleicht vor allem, haben die Revolutionen des Jahres 1989 und der darauf folgende Zusammenbruch der Sowjetunion der globalen Bipolarität ein Ende bereitet.
dede_134.mp3	 Im Gegensatz dazu wird das Jahr 2009 vermutlich den Weg für eine neue Form der Bipolarität ebnen, wobei allerdings China den Platz der Sowjetunion einnimmt.
dede_135.mp3	 Zweitens, wären Demokratie und Marktkapitalismus im Jahr 1989 als klare, wenn auch schwächere als erwartete, Gewinnerschienen, ist es 2009 in Anbetracht der Ausdehnung der globalen Krise, schwierig Gewinner von Verlierern zu unterscheiden.
dede_136.mp3	 Jeder scheint ein Verlierer zu sein, auch wenn einige stärker betroffen sind als andere.
dede_137.mp3	 Doch Geschichte ist ungerecht und die USA könnten, trotz ihrer größeren Verantwortung für die gegenwärtige globale Krise, in besserer Verfassung aus dem Morast auftauchen als die meisten Länder.
dede_138.mp3	 In besserer Verfassung, aber nicht allein.
dede_139.mp3	 Als Gastprofessor in Harvard und Ammit erhalte ich einen guten Ausblick darauf, wie die Welt aussehen könnte, wenn die Krise schließlich aufhört.
dede_140.mp3	 Man spürt so etwas wie die Entstehung eines amerikanisch-asiatisch dominierten Universums.
dede_141.mp3	 Die Asiaten, insbesondere Chinesen und Inder, sind überall, vom unglaublichen Media Lab am Mitt bis zu den Fakultäten für Mathematik und Wirtschaft in Harvard, wie die Römer in Athen im ersten Jahrhundert vor Christus, voller Bewunderung für jene, von denen sie so viel gelernt haben, und die sie in den kommenden Jahrzehnten hinterlassen.
dede_142.mp3	 Aber bevor diese neue Ordnung auftaucht, könnte die Welt mit einer sich ausweitenden Unordnung, wenn nicht sogar völligem Chaos, konfrontiert werden.
dede_143.mp3	 Was wird zum Beispiel mit einem so zentralen und verwundbaren Land wie Ägypten passieren, wenn Hunderttausende von Ägyptern, die am Golf arbeiten, infolge der Krise in den Erdöl produzierenden Ländern gezwungen sind in ihre Heimat zurückzukehren?
dede_144.mp3	 Wenn die Reichen weniger reich werden, werden die Armen ärmer.
dede_145.mp3	 Und was ist mit den ausländischen Arbeitern, die nach dem europäischen Traum gegriffen haben und jetzt mit potenziellen Ausbrüchen von Fremdenfeindlichkeit in Europas angeblich offenen Ländern konfrontiert sind?
dede_146.mp3	 Die Konsequenzen des Jahres 1989 waren letztlich weniger dauerhaft als viele Beobachter, ich eingeschlossen, angenommen hatten.
dede_147.mp3	 Wir können nur hoffen, dass die Konsequenzen des Jahres 2009 sich in vergleichbarer Weise als wesentlich weniger dramatisch erweisen werden, als es sich heute, intuitiv und durch unsere historischen Reflexe, für uns anfühlt.
dede_148.mp3	 New York, als der Zweite Weltkrieg am 8. Mai 1945 in Europa offiziell endete, lagen weite Teile der Welt in Trümmern.
dede_149.mp3	 Aber auch wenn die Fähigkeit des Menschen zur Zerstörung kaum Grenzen kennt, so ist seine Begabung für einen Neuanfang ebenso bemerkenswert.
dede_150.mp3	 Vielleicht ist es der Menschheit aus diesem Grund bisher gelungen, zu überleben.
dede_151.mp3	 Zweifellos waren Millionen Menschen bei Kriegsende zu hungrig und erschöpft, um jenseits des nackten Überlebens viel zu unternehmen.
dede_152.mp3	 Dennoch rollte gleichzeitig auch eine Welle des Idealismus durch die Ruinen, ein kollektives Gefühl der Entschlossenheit, eine gerechtere, friedlichere und sicherere Welt zu errichten.
dede_153.mp3	 Aus diesem Grund wurde auch der große Held des Krieges, Winston Churchill, im Sommer 1945, noch vor der Kapitulation Japans, als Premierminister abgewählt.
dede_154.mp3	 Männer und Frauen hatten nicht ihr Leben riskiert, nur um danach wieder in die alte Zeit der Klassenprivilegien und der sozialen Benachteiligung zurückzukehren.
dede_155.mp3	 Sie wollten bessere Wohnungen, Bildung und kostenlose Gesundheitsversorgung für alle.
dede_156.mp3	 Ähnliche Forderungen wurden in ganz Europa laut, wo der antinazistische oder antifaschistische Widerstand oftmals von Linken oder auch Kommunisten angeführt wurde und die Konservativen aus der Vorkriegszeit häufig durch ihre Kollaboration mit faschistischen Regimen belastet waren.
dede_157.mp3	 In Ländern wie Frankreich, Italien und Griechenland war von Revolution die Rede.
dede_158.mp3	 Diese fanden allerdings nicht statt, weil sie weder von den westlichen Alliierten noch von der Sowjetunion unterstützt wurden.
dede_159.mp3	 Stalin gab sich zufrieden, in Osteuropa ein Reich entstehen zu lassen.
dede_160.mp3	 Aber sogar Charles de Gaulle, ein Anführer des Widerstands der Rechten, musste in seiner ersten Nachkriegsregierung Kommunisten akzeptieren und er stimmte zu, Industriebetriebe und Banken zu verstaatlichen.
dede_161.mp3	 Der Schwenk nach links in Richtung sozialdemokratischer Wohlfahrtsstaaten vollzog sich in ganz Westeuropa.
dede_162.mp3	 Er war Teil des Konsenses des Jahres 1945.
dede_163.mp3	 Eine andere Art Revolution ereignete sich in den ehemaligen europäischen Kolonien in Asien, wo die einheimischen Bevölkerungen keine Lust hatten, erneut von westlichen Mächten regiert zu werden, denen von Japan eine derart schmachvolle Niederlage zugefügt worden war.
dede_164.mp3	 Auch Vietnamesen, Indonesier, Philippinos, Burmesen, Inder und Malaysia wollten ihre Freiheit.
dede_165.mp3	 Diese Bestrebungen wurden oftmals in den 1945 gegründeten Vereinten Nationen zum Ausdruck gebracht.
dede_166.mp3	 Die UNO war ebenso wie der Traum von der Europäischen Einheit Teil des Konsenses des Jahres 1945.
dede_167.mp3	 Kurzzeitig waren zahlreiche prominente Personen, wie beispielsweise Albert Einstein, der Meinung, dass nur eine Weltregierung in der Lage wäre, den globalen Frieden sicherzustellen.
dede_168.mp3	 Dieser Traum zerplatzte rasch, als der Kalte Krieg die Welt in zwei feindliche Blöcke aufteilte. Doch in mancherlei Hinsicht wurde der Konsens des Jahres 1945 im Westen durch die Politik des Kalten Krieges gestärkt.
dede_169.mp3	 Der noch immer in die Lorbeeren des Antifaschismus gehüllte Kommunismus verfügte nicht nur in der sogenannten Dritten Welt, sondern auch in Westeuropa über weitreichende intellektuelle und emotionale Anziehungskraft.
