Audio File	Translation
ruru_37.mp3	Большинство экономических исследований говорят о том, что прогнозировать цены на золото в короткой или средней перспективе очень трудно. Вероятность прибыли и убытков примерно одинакова.
ruru_38.mp3	Поэтому делать выводы на основании краткосрочных тенденций опасно.
ruru_39.mp3	Да, золото сильно дорожало, но то же самое еще пару лет назад было верно и в отношении цен на жилье во всем мире.
ruru_40.mp3	Лицам с крупным чистым капиталом, независимым сберегательным фондом и центральным банком будет разумно держать небольшую часть своего портфеля золоте в качестве резерва на случай чрезвычайных событий.
ruru_41.mp3	Но, несмотря на рост привлекательности золота в результате необычайного повышения его стоимости, оно остается очень рискованной ставкой для большинства из нас.
ruru_42.mp3	Конечно, подобные соображения едва ли повлияют на цены.
ruru_43.mp3	то что было верно в отношении алхимиков давних времен верно и сегодня золото и здоровый смысл зачастую нелегко ладят друг с другом
ruru_44.mp3	станет ли Ирак вторым Афганистаном?
ruru_45.mp3	В начале войны США с Ираком предсказывали два вероятных ее исхода.
ruru_46.mp3	Первый: свержение режима Саддама Хусейна ознаменует начало в Ираке демократической эры и станет образцом и катализатором демократических изменений в регионе.
ruru_47.mp3	осмеянная критиками как теория домино, данная точка зрения сравнивала вторжение в ирак с действиями США в послевоенной японии
ruru_48.mp3	в ответ на оптимизм японского сценария пессимисты говорили что более вероятен сценарий сомали
ruru_49.mp3	они знали о племенной разбитой на несколько религиозных течений и этнических групп природе ирака который в отсутствие диктатуры мог бы скотиться к развалу с неуемным вождизмом этнической и религиозной враждой и поддержкой терроризма
ruru_50.mp3	Главный вопрос сегодня  сможет ли Ирак удержаться в берегах этих двух сценариев, станет ли он вторым Афганистаном?
ruru_51.mp3	этот же афганский сценарий в подразумевает слабое государство с номинальной властью над достаточно независимыми феодалами имеющими покровителей в центральном правительстве
ruru_52.mp3	К сожалению, такая перспектива является единственным компромиссом между утопической версией цветущей демократии и жалким государством-банкротом.
ruru_53.mp3	Действия и политика коалиционного временного правительства (СПА) равно как и последние решения администрации Буша указывают на то, что прежняя вера в возможность принятия Ираком западной модели демократии уходит в небытие.
ruru_54.mp3	И действительно, надежда на это была необоснованной.
ruru_55.mp3	политическая культура ирака и ближнего востока в целом несовместима с основными чертами признанной западной демократии отсутствуют такие понятия как право и обязанности человека глубоко укоренилась концепция патриархального государства а культурная самобытность индивидов редко связана с сообществом представляющим собой всю нацию
ruru_56.mp3	С другой стороны, много порочных логических выкладок в аналитических расчетах, полагающих и традиционную ищприроду иракского общества как препятствие для демократии.
ruru_57.mp3	Такой анализ вряд ли можно назвать беспристрастным, и он невольно ведет к усилению конфронтации.
ruru_58.mp3	в ираке как везде в арабском и мусульманском мире культурная война ведется между двумя парадигмами великим мифом сторонников и агитаторов идей коллективизма национализма социализма исламизма и неявно выраженной парадигмой индивидуалистической современности пускающей свои корни в отдельных местах куда доходит мировой опыт
ruru_59.mp3	Линией фронта этой войны являются такие понятия как личность, культурная самобытность, гражданское общество и нация-государство.
ruru_60.mp3	Нельзя недооценивать роль ислама в общественной жизни Ирака.
ruru_61.mp3	но его нельзя приравнивать к политическому исламизму, стремящемуся заработать на нем капитал.
ruru_62.mp3	Националистические и левые взгляды оставили свой след в системе ценностей Ирака, но в эти ценности входят и другие составляющие части.
ruru_63.mp3	пусть номинальное, но согласие с великими понятиями демократии и прав человека как общей основой для политических дебатов представляют важный сдвиг линии фронта, по которой идет битва культур
ruru_64.mp3	Спор о культуре идет не только в арабском мире.
ruru_65.mp3	Яростные дискуссии о применимости институтов демократии в арабском мире ведутся и на Западе.
ruru_66.mp3	сторонники идеи арабской исключительности сомневающиеся в способности арабских обществ приспособиться к демократическим системам являются по сути союзниками идеологов проповедующих великие мифы а также тех кто извлекает выгоду из основанного на покровительстве политического устройства арабского мира
ruru_67.mp3	Модели, используемые западными политическими и академическими кругами для анализа и интерпретации арабских сообществ, страдают ограниченностью.
ruru_68.mp3	В частности, многие аналитики продвигают в настоящее время этническую модель, сводящую Ирак к искусственному образованию, покаяющемуся на фрагментированной реальности отдельных сообществ.
ruru_69.mp3	кто то даже предложил ускорить исход предсказанный этими ошибочными представлениями разделив ирак на его подлинные первоначальные составные части суннитов шиитов и курдов
ruru_70.mp3	Но на деле общество Ирака устроено куда сложнее.
ruru_71.mp3	Принятие и адаптация демократии  не дело сектантов, но отражение многогранной исторической, культурной, религиозной и политической самобытности иракских граждан.
ruru_72.mp3	При хорошо сложившихся обстоятельствах иракское общество очень легко мобилизовать для демократического определения своего будущего.
ruru_73.mp3	Падение Саддамовского режима  одно из таких условий.
ruru_74.mp3	В действительности, отсутствие в Ираке признанного демократического стержня в первые месяцы после падения диктатуры Саддама кажется неудачей, но его причина  специфика процесса, а не надуманная природа иракского общества.
ruru_75.mp3	После краха Саддама в Ираке появилась большая группа людей из средней прослойки, которые положительно относились к идеям и практике демократии.
ruru_76.mp3	Ошибки и откаты в политике разрушили этот слой, открыв дорогу идеологиям исламизма и необасизма.
ruru_77.mp3	Ключевой ошибкой стала неспособность оккупационных сил передать власть малой группе иракских либерально-демократов с тем, чтобы они подключили к процессу демократии эту среднюю прослойку.
ruru_78.mp3	В итоге демократический исход отступил.
ruru_79.mp3	Но считать неудачи провалом значит делать самосбывающиеся прогнозы.
ruru_80.mp3	Демократы Ирака должны предложить новую стратегию развития.
ruru_81.mp3	Коалиционное Временное Правительство и весь мир не должны заранее обрекать исход их усилий на неудачу, принимая поспешное и ложное представление об иракском обществе.
ruru_82.mp3	Но и в случае успеха этих начинаний путь Ирака к полноценной демократической системе будет и трудным, и дорогим.
ruru_83.mp3	И вместо того, чтобы допустить сценарий Сомали или мечтать о японском сценарии или готовиться к афганскому сценарию, Ирак все еще может стать сценарием успешного вступления в XXI век.
ruru_84.mp3	Неоосманское  Турция
ruru_85.mp3	Анкара. Сегодня международные средства информации без умалка рассуждают о том, кто потерял Турцию и о том, что данные мнимые потери означают для Европы и для Запада.
ruru_86.mp3	но тревогу вызывает другое некоторые журналисты считают турецкую политику добрососедства свидетельством воскресения османского империализма
ruru_87.mp3	недавно один известный иностранный обозреватель по турецции даже привел для примера цитату министра иностранных дел ахмета давутаглу якобы сказавшего что мы действительно неоосманцы
ruru_88.mp3	как лицо присутствовавшее на выступлении до этого углу перед парламентской фракцией правящей в турции партии справедливости и развития псср могу подтвердить что подобной терминологией он не пользовался
ruru_89.mp3	вообще ни до вуаглу ни какой либы другой член пср занятый во внешней политике никогда не использует данный термин поскольку он абсолютно не соответствует нашей позиции
ruru_90.mp3	политика добрососедства Турции разработана с целью возобновления интеграции Турции со своими непосредственными регионами-соседями, такими как Балканы, Черноморский регион, Кавказ, Ближний Восток и Восточное Средиземноморье.
ruru_91.mp3	Мы стремимся углублять политический диалог, развивать торговлю и увеличить количество личных контактов с нашими соседями с помощью спорта, туризма и культурной деятельности.
ruru_92.mp3	когда в 1960 году известный немецкий политик эгон бар сформулировал свою восточную политику по сближению с восточноевропейскими странами никто не спрашивал федерального канцлера тогдашней фрг вилли бранта о том не потеряна ли теперь германия
ruru_93.mp3	Бог не послал Турции географическое положение, требующее от нас постоянного сотрудничества с Востоком и Западом, Севером и Югом.
ruru_94.mp3	Это не выбор, не роскошь, а это необходимость.
ruru_95.mp3	символом византийской империи и империи сельжуков занимавших примерно ту же территорию что и современная турция был двуглавый орел обращенный как на восток так и на запад
ruru_96.mp3	Нет ничего удивительного в том, что Турция также стремится активизировать оба края своей территории и чувствует, что ее безопасность можно укрепить посредством сведений к минимуму рисков путем сотрудничества со своими соседями.
ruru_97.mp3	Поэтому мы находим сегодняшние споры по поводу политической ориентации Турции весьма неуместными, а в некоторых случаях злонамеренными.
ruru_98.mp3	Нашей политике добрососедства нужна помощь, а не критика.
ruru_99.mp3	Турция стала бесценным активом для поддержки окружающих нас регионов и уже начала менять ситуацию в сторону повышения стабильности и предсказуемости.
ruru_100.mp3	К примеру, наши усилия по нормализации отношений с Арменией неизбежно приведут к изменениям на всем Юге Кавказа.
ruru_101.mp3	Мы выполняем свою часть в распределении ответственности.
ruru_102.mp3	Здоромыслящие европейцы понимают это.
ruru_103.mp3	По правде говоря, некоторые из наших соседей довольно сложные.
ruru_104.mp3	Но ни одной стране не повезло настолько, чтобы она могла сама выбирать себе соседей.
ruru_105.mp3	турецкая политика добрососедства крайне реалистична и основана на подлинных интересах а не на какой-то романтической неоосманской ностальгии как считают довольно многие аналитики различных международных средств информации
ruru_106.mp3	действительно в культурной сфере наблюдается некое неоосманское возрождение и наш народ стал интересоваться жизнью культурой и традициями османской империи
ruru_107.mp3	По мере нормализации внутренней ситуации в стране Турция также пересматривает свое отношение к собственной национальной истории.
ruru_108.mp3	Это является естественным побочным продуктом укрепления нашей демократии.
ruru_109.mp3	Однако попытки раскрасить наши тщательно разработанные внешнеполитические программы в империалистические тона  это не только резкое искажение действительности, но и огромная несправедливость по отношению к нашим искренним усилиям по стабилизации ситуации в регионе.
ruru_110.mp3	в римской мифологии янус в бок врат дверей начало и завершение дел
ruru_111.mp3	Сегодня Турция, подобная Янусу, является воротами и дверями, открывающими путь на восток и на запад.
ruru_112.mp3	она предлагает кавказу черноморскому региону балканам и средиземноморю начать или завершить многие дела
ruru_113.mp3	в этом смысле Турция является уникальным связующим звеном между регионами которым в противном случае было бы трудно договориться Турция символизирует собой вековые традиции сосуществования и компромисса
ruru_114.mp3	Внешняя политика Турции содействует данному сближению и помогает ее непосредственным соседям развивать отношения друг с другом.
ruru_115.mp3	Вопреки раздающимся в последнее время обвинениям, целью внешней политики Турции вовсе не является возрождение Османской империи.
ruru_116.mp3	в действительности мы стремимся к восстановлению исторической интеграции Турции со своими непосредственными соседями устраняя тем самым аномалию десятилетий холодной войны
ruru_117.mp3	Восстановление данной интеграции принесет Европейскому союзу и другому нашему западному союзнику НАТО лишь пользу.
ruru_118.mp3	так что ни у одного, ни у другого нет никаких причин выражать свое недовольство Турцией.
ruru_119.mp3	по мере расширения и усугубления экономического кризиса мир обратился к истории в поисках параллелей которые могли бы помочь пониманию того что происходит
ruru_120.mp3	В самом начале кризиса многие сравнивали его с 1982 или с 1973 годами что являлось некоторым утешением поскольку обе даты относятся к примерам классического циклического спада
ruru_121.mp3	Сегодняшнее настроение является гораздо более пессимистичным с изобилием ссылок на 1929 и 1931 года даже если некоторые правительства продолжают действовать так как если бы кризис являлся скорее классическим случаем, чем исключением
ruru_122.mp3	Общие тенденции сводятся либо к чрезмерному ограничению Европа, или рассекречению усилий США.
ruru_123.mp3	Европа проявляет осторожность во имя избежания долгов и защиты евро, в то время как США начали активную деятельность во множестве направлений, чтобы не упустить идеальную возможность проведения крайне необходимых структурных реформ.
ruru_124.mp3	Первой датой, которая как по политическим, так и по экономическим ассоциациям приходит на ум геостратегам, является 1989 год.
ruru_125.mp3	Разумеется, падение дома братьев Флеманн компании Limmeron Brothers не имеет ничего общего с падением Берлинской стены.
ruru_126.mp3	действительно на первый взгляд эти явления кажутся полностью противоположными падение стены символизирующей угнетение и искусственные границы с одной стороны и крах казался бы несокрушимой и уверенной в себе организации финансового капитализма с другой
ruru_127.mp3	И все же 2008-2009 годы, как и 1989 ознаменовали эпохальную перемену, разворачивающиеся последствия которой будут чувствовать на протяжении десятилетий.
ruru_128.mp3	Конец идеологического разделения между востоком и западом, так же как и конец безоглядной веры в рынок, является поворотным моментом в истории.
ruru_129.mp3	Более того, события 2009 года могут поставить под угрозу некоторые положительные последствия событий 1989 года, включая мирное объединение Европы и победу демократических принципов над тенденциями национализма, если не ксенофобии.
ruru_130.mp3	в 1989 году либеральная демократия восторжествовала над идеологией социализма воплощенной и распространяемой советским блоком
ruru_131.mp3	как считают многие последователи рональда рейгана именно благодаря ему и его целенаправленной гонке вооружений советская экономика оказалась на грани срыва таким образом рейган продемонстрировал превосходство либерального общества и свободного рынка
ruru_132.mp3	Разумеется, между сегодняшним днем и 1989 годом существуют и очевидные различия.
ruru_133.mp3	первым и, возможно, главным является тот факт что революции 1989 года и последующий развал советского союза положили конец разделению мира на два лагеря
ruru_134.mp3	2009 год, напротив, может проложить дорогу новой форме биполярности. Однако на этот раз место ССР займет Китай.
ruru_135.mp3	Во-вторых, в то время как демократия и рыночный капитализм казались очевидными, пусть и более хрупкими, чем ожидалось, победителями в 1989 году, в 2009 году, перед лицом мирового кризиса, трудно отличить победителей от побежденных.
ruru_136.mp3	Програвшим кажется каждый, даже если последствия кризиса в каких-то странах оказались более тяжелыми, чем в других.
ruru_137.mp3	История все же несправедлива и США, несмотря на то что они несут большую долю ответственности за сегодняшний мировой кризис, могут выйти из него в гораздо лучшем состоянии, чем большинство стран, оказавшихся затянутыми в эту трещину.
ruru_138.mp3	В лучшем состоянии, но не в одиночестве.
ruru_139.mp3	Будучи приглашенным профессором в гарварде и Массачусетском технологическом институте я располагаю неплохой перспективой того как может выглядеть мир после завершения кризиса
ruru_140.mp3	впечатление создается такое что рождается новое вселенное американско азиатского превосходства
ruru_141.mp3	уроженцы азиаты в особенности китайцы и индейцы находятся повсюду от потрясающей лаборатории сми в Массачусетском технологическом институте до кафедр математики и экономики гарварды вподобны римлянам в афинах одни столетия до нашей эры они полны восхищения перед теми от кого они столь многому научились и кого они покорят в течение следующих десятилетий
ruru_142.mp3	Однако до того, как возникнет этот новый порядок, миру может грозить распространяющийся беспорядок, если не полный хаос.
ruru_143.mp3	что например произойдет с такой центральной и уязвимой страной как египет если сотни тысяч египтян работающих в заливе будут вынуждены вернуться на родину в результате кризиса в нефтедобывающих странах
ruru_144.mp3	Когда богатство богатых уменьшается, бедные становятся еще беднее.
ruru_145.mp3	и что станет с рабочими мигрантами, потянувшимися за европейской мечтой и оказавшимися под угрозой всплесков ксенофобии в так называемых открытых странах Европы.
ruru_146.mp3	Последствия 1989 года оказались не столь долговечными, сколько предполагали многие наблюдатели, среди которых находился и я.
ruru_147.mp3	нам остается только надеяться на то что в конце концов последствия событий 2009 года также окажутся не настолько трагическими как нам благодаря интуиции и историческим рефлексам кажется сейчас
ruru_148.mp3	Нью-Йорк 8 мая 1945 года. Когда Вторая мировая война в Европе официально закончилась, большая часть мира лежала в руинах.
ruru_149.mp3	Но если человеческий потенциал знает несколько ограничений уничтожения, то возможность начать заново также знаменательна.
ruru_150.mp3	Возможно, именно поэтому человечеству до сих пор удавалось выжить.
ruru_151.mp3	Без сомнения, миллионы людей в конце войны были слишком голодны и истощены, чтобы сделать что-нибудь далеко за пределами того, чтобы остаться в живых.
ruru_152.mp3	но в то же время волна идеализма прокатилась по обломкам в виде коллективного чувства решимости построить мир более справедливый, мирный и безопасный
ruru_153.mp3	Вот почему великий герой войны Уинстон Черчилль был отстранен от должности летом 1945 года еще до капитуляции Японии.
ruru_154.mp3	Мужчины и женщины рисковали жизнью не для того, чтобы просто взять и вернуться к старым временам классовых привилегий и социальных деприваций
ruru_155.mp3	Они хотели лучшее жилье, образование и бесплатную медицинскую помощь для всех.
ruru_156.mp3	Аналогичные требования были слышны по всей Европе, где во главе антинацистских или антифашистских сопротивлений часто стояли левые или действительно коммунисты, и довоенные консерваторы часто были запятнаны сотрудничеством с фашистскими режимами.
ruru_157.mp3	Был разговор о революции в таких странах, как Франция, Италия и Греция.
ruru_158.mp3	Этого не произошло, потому что ни западные союзники, ни Советский Союз их не поддержали.
ruru_159.mp3	Сталин довольствовался регулированием империи в Восточной Европе.
ruru_160.mp3	но даже шарль де голь лидер сопротивления права должен был принять коммунистов в свое первое послевоенное правительство и он согласился национализировать промышленность и банки
ruru_161.mp3	Сдвиг влево для всеобщего благосостояния социал-демократических государств произошел по всей Западной Европе.
ruru_162.mp3	Это было частью консенсуса 1945 года.
ruru_163.mp3	Разного рода революции происходили в Азии, в бывших европейских колониях, где коренные народы не имели никакого желания, чтобы ими еще раз управляли западные державы, которые были так позорно поражены Японией.
ruru_164.mp3	Вьетнамцы, индонезийцы, филиппинцы, бирманцы, индейцы, малайцы также хотели своей свободы.
ruru_165.mp3	Эти стремления были часто озвучены в Организации Объединенных Наций, основанной в 1945 году.
ruru_166.mp3	Он, как и мечта о европейском единстве, также была частью консенсуса 1945 года.
ruru_167.mp3	На короткое время многие выдающиеся люди, один из них Альберт Эйнштейн, считали, что только мировое правительство сможет обеспечить глобальный мир.
ruru_168.mp3	Эта мечта быстро исчезла, когда холодная война разделила мир на два враждебных блока.
ruru_169.mp3	но в некоторых направлениях консенсус 1945 года на западе был усилен политиками холодной войны
ruru_170.mp3	Коммунизм по-прежнему завернутый в лавровый лист антифашизма бросал широкие интеллектуальные и эмоциональные призывы не только в так называемом третьем мире, но и в Западной Европе.
ruru_171.mp3	Социал-демократия с ее обещанием большего равенства и возможностей для всех служила в качестве идеологического противоядия.
ruru_172.mp3	большинство социал-демократов на самом деле были отчаянными антикоммунистами
ruru_173.mp3	Сегодня, 70 лет спустя, большая часть из консенсуса 1945 года уже не существует.
ruru_174.mp3	Мало людей обладают большим энтузиазмом для он.
ruru_175.mp3	Европейская мечта находится в кризисе.
ruru_176.mp3	и послевоенное государственное социал демократическое благосостояние с каждым днем размывается все больше и больше
ruru_177.mp3	Загнивание началось во время 1980-х годов под Рональдом Рейганом и Маргарет Тэтчер.
ruru_178.mp3	Неолибералы набросились на расходы правовых программ и корпоративные интересы профсоюзов.
ruru_179.mp3	Считалось, что граждане должны были стать более самостоятельными. Государственные программы социального обеспечения сделали всех мягкими и зависимыми.
ruru_180.mp3	В знаменитых словах Тетчер не было такого понятия, как общество, только семьи и отдельные лица, которые должны позаботиться о себе сами.
ruru_181.mp3	но консенсусу 1945 был нанесен гораздо больший удар именно тогда когда мы все радовались распаду советской империи другой великой тирании хаха века
ruru_182.mp3	в 1989 году казалось что мрачное наследие второй мировой войны порабощение восточной европы наконец закончилось
ruru_183.mp3	И во многом это было так.
ruru_184.mp3	но еще многое рухнуло с советской моделью.
ruru_185.mp3	Социал-демократия потеряла свой смысл как противоядие коммунизму.
ruru_186.mp3	все формы левой идеологии в самом деле все что противостояло коллективному идеализму стало рассматриваться как ошибочный утопизм который может привести только к гулагу
ruru_187.mp3	неолиберализм заполнился вакуумом создавая огромные богатства для некоторых людей но за счет идеала равенства который вышел из второй мировой войны
ruru_188.mp3	исключительное принятие книги томаса пикити капитал в 21 веке показывает как остро дали о себе знать последствия распада левой стороны
ruru_189.mp3	В последние годы другие идеологии появились также, чтобы воплотить потребности человека в коллективных идеалах.
ruru_190.mp3	Подъем правого популизма отражает стремление возрождения чистых национальных общин, которые не впускают иммигрантов и меньшинства.
ruru_191.mp3	и ошибочно американские неоконсерваторы трансформировали интернационализм старого левого крыла стремясь навязать демократический миропорядок американской военной силой
ruru_192.mp3	Ответ на эти тревожные события  не ностальгия.
ruru_193.mp3	Мы не можем просто вернуться в прошлое.
ruru_194.mp3	Слишком многое изменилось.
ruru_195.mp3	Но новое стремление к социальному и экономическому равенству и международной солидарности крайне необходимо.
ruru_196.mp3	Это не может быть такой же консенсус, как в 1945 году. Но нам в юбилей было бы хорошо вспомнить, почему такой консенсус был разработан в первую очередь.
ruru_197.mp3	Современность с китайской спецификой.
ruru_198.mp3	Гонконг в октябре. Открывая 19-й Всекитайский съезд Коммунистической партии Китая (КПК), председатель Си Цзиньпин представил свой двухэтапный план развития, призванный превратить Китай в современное социалистическое государство к 2035 году.
ruru_199.mp3	После этого комментаторы начали активно обсуждать тему восхождения Китая и концентрации власти в руках Си.
ruru_200.mp3	Но они упускают из виду главное.
ruru_201.mp3	В реальности план Си Цзиньпина является гораздо более всеобъемлющим и дальновидным, чем кажется большинство экспертов.
ruru_202.mp3	Как и его предшественники Ма Цзэдун и Дэн Сяпин, Си Цзиньпин сформулировал стратегию превращения Китая в процветающую, сильную, демократическую, культурно развитую, гармоничную и красивую страну в течение ближайших десятилетий.
ruru_203.mp3	Ключом к успеху станет создание баланса между современностью и социализмом под эгидой КПК.
ruru_204.mp3	Когда в 2012 году Си возглавил КПК, глубокие трещины назывались не только в модели развития, завещенной ему Денсиопином, но и в доминирующей на Западе неолиберальной модели, опирающейся на свободные и открытые рынки.
ruru_205.mp3	Быстрый промышленный рост Китая привел к безудержной коррупции, росту неравенства в доходах, высокому уровню загрязнения природы.
ruru_206.mp3	в западных странах также росло неравенство пока они выкорабкивались из мирового кризиса которые они сами же и создали помимо прочего этот кризис ослабил их аппетит к китайскому импорту
ruru_207.mp3	Понимая, что устойчивое развитие возможно только при наличии социальной стабильности и авторитетной, прозрачной власти, Си Цзиньпин посвятил последние 5 лет беспрецедентной антикоррупционной кампании, которая привела к отставке 440 высокопоставленных чиновников.
ruru_208.mp3	Кроме того, он реализовал более 1500 реформаторских мер, призванных помочь ребалансировке экономики. Благодаря этому за период его первого срока у власти темпы роста ВВП стабилизировались на уровне новой нормы, в среднем 6-7 процентов ежегодно.
ruru_209.mp3	в течение первого председательского срока си дзинпин были заложены основы амбициозного плана, который он обнародовал на 19 всекитайском съезде
ruru_210.mp3	Этот план устанавливает четкую и реалистичную краткосрочную задачу превращения Китая в общество средней зажиточности к 2021 году, в том числе путем повышения подушевого дохода в стране до уровня более 12 тысяч долларов в год, а это согласно критериям Всемирного банка порог для входа в категорию стран с высоким уровнем доходов.
ruru_211.mp3	Но в докладе Си Цзиньпина содержится и долгосрочная стратегия воплощения в жизни его активно пропагандируемой китайской мечты  возрождение страны и ее утверждение в качестве глобального лидера наравне с США и другими развитыми странами в 2049 году.
ruru_212.mp3	В соответствии с концепцией СИ, прозрачная, подотчетная, полномочная, социально ответственная компартия Китая будет действовать как сторож этого переходного процесса.
ruru_213.mp3	Это абсолютно логичный, хотя и сложный план.
ruru_214.mp3	Тем не менее, он выглядит отчасти непонятным для людей вне Китая.
ruru_215.mp3	Возможно, это потому, что в отличие от стандартной западной модели, где конкурирующие политические партии используют регулярные выборы для определения политики, китайская модель развития полагается на способность руководителей одной партии учиться и соответствующим образом адаптировать партийную программу.
ruru_216.mp3	Для столь большой и разнородной страны, как Китай, такой подход имеет смысл, поскольку он позволяет создать баланс между стабильностью и гибкостью.
ruru_217.mp3	Развитие страны определяется не только ситуацией на децентрализованных рынках, но и решениями центрального правительства, которое отвечает за обеспечение общественных благ, устанавливает правила и руководит институтами.
ruru_218.mp3	Во избежании социальных взрывов, которые способна спровоцировать политическая конкуренция, центральное правительство назначает ключевых региональных и муниципальных чиновников и решает споры между регионами.
ruru_219.mp3	Тем временем региональные и муниципальные власти проводят политические эксперименты на местном уровне, в которых участвуют рынки и местное население, а результаты этих экспериментов влияют на общенациональную политику.
ruru_220.mp3	Региональная конкуренция служит не просто источником общего роста экономики. Она также гарантирует удовлетворение конкретных нужд каждого региона, от мегаполисов, подобных Пекину, до крошечных деревень, которых много в китайской глубинке.
ruru_221.mp3	Когда ситуация на местах меняется, новые решения одновременно нередко приводят к появлению новых и непредсказуемых проблем, поэтому критически важной становится непрерывная адаптация на всех уровнях.
ruru_222.mp3	Разумеется, доминирование государства не означает, что рынки не играют никакой важной роли.
ruru_223.mp3	Но эта роль часто неправильно понимается.
