Audio File	Translation
dede_94.mp3	Wir haben dabei weder eine Wahl, noch ist dies ein Luxus, es ist eine Notwendigkeit.
dede_95.mp3	das symbol der byzantinischen und seltschukischen reiche die in etwa dasselbe gebiet bedeckten wie heute die türkei war ein doppelköpfiger adler der nach osten und westen blickte
dede_96.mp3	es sollte niemanden erstaunen daß auch die türkei sich nach beiden enden ihres territoriums hin orientiert und daß sie glaubt ihre sicherheit ließe sich am besten konsolidieren indem sie die risiken gemeinsam mit ihren nachbarn minimiert
dede_97.mp3	Insofern empfinden wir die aktuelle Debatte über die Orientierung der Türkei als recht überflüssig und in einigen Fällen als böswillig.
dede_98.mp3	Unsere Nachbarschaftspolitik braucht Unterstützung, keine Kritik.
dede_99.mp3	Die Türkei hat sich zu einem unbezahlbaren Aktivposten im Gefüge der uns umgebenden Regionen entwickelt und ist schon jetzt dabei, den Status quo hin zu mehr Stabilität und Berechenbarkeit zu ändern.
dede_100.mp3	Unseren Bemühungen um eine Normalisierung der Beziehung zu Armenien etwa ist es bestimmt, einen Wandel im gesamten Südkaukasus herbeizuführen.
dede_101.mp3	Wir leisten unseren Teil, was die Übernahme der Lasten angeht.
dede_102.mp3	Vernünftige Europäer verstehen das.
dede_103.mp3	Sicher, einige unserer Nachbarn sind schwierig.
dede_104.mp3	Aber kein Land genießt den Luxus, sich seine Nachbarn aussuchen zu können.
dede_105.mp3	Die Nachbarschaftspolitik der Türkei ist sehr realistisch und beruht auf genuinen Interessen nicht romantischer neu-ottomanischer Verklärung wie es mehr als nur ein paar internationale Kommentatoren suggerieren
dede_106.mp3	Es gibt durchaus eine neotomanische Wiederbelebung im kulturellen Bereich und unsere Bürger sind interessiert daran, Leben, Kultur und Praktiken der Ottomanen neu zu entdecken.
dede_107.mp3	Die Türkei normalisiert sich innenpolitisch und interpretiert dabei auch ihr nationalhistorisches Verständnis neu.
dede_108.mp3	Dies ist ein natürliches Nebenprodukt der Konsolidierung unserer Demokratie.
dede_109.mp3	der versuch jedoch unseren sorgfältig konzipierten außenpolitischen initiativen einen imperialistischen anstrich zu verleihen ist nicht nur eine völlige verdrehung der tatsachen sondern fügt auch unseren wohlmeinenden bemühungen zur stabilisierung unserer region grobes unrecht zu
dede_110.mp3	In der römischen Mythologie war Janus der Gott der Türen und Tore, der Gott von Anfang und Ende.
dede_111.mp3	Die heutige Türkei mit ihrer janusartigen Geographie eröffnet dem Osten und dem Westen Türen und Tore.
dede_112.mp3	Sie bietet dem Kaukasus, der Schwarzwärtregion, dem Balkan und dem Mittelmeer Gelegenheiten vom Neuanfang und auch dazu, Dinge zu Abschluss zu bringen.
dede_113.mp3	In dieser Eigenschaft komplementiert und unterstützt die Türkei einen einzigartigen Übergang zwischen anderweitig schwierigen Regionen, denn sie steht für jahrhunderte alte Koexistenz und Anpassung.
dede_114.mp3	Die türkische Außenpolitik trägt zu diesem Aufeinanderzugehen bei und hilft ihren unmittelbaren Nachbarschaften, den Kontakt zueinander zu finden.
dede_115.mp3	Anders als in jüngster Zeit behauptet, streben die Außenpolitiker der Türkei keine Wiederbelebung des Osmanischen Reiches an.
dede_116.mp3	Stattdessen bemühen wir uns um eine historische Reintegration der Türkei in ihre unmittelbaren Nachbarschaften und korrigieren damit eine Anomalie aus der Zeit des Kalten Krieges.
dede_117.mp3	Eine derartige Reintegration würde der Europäischen Union und unseren anderen westlichen NATO-Verbündeten nur nützen.
dede_118.mp3	Keiner von ihnen hat daher einen Grund, Unbehagen über die Türkei zu äußern.
dede_119.mp3	paris während sich die wirtschaftskrise vertieft und ausweitet ist die welt auf der suche nach historischen analogien die uns helfen sollen die geschehnisse zu verstehen
dede_120.mp3	zu beginn der krise wurde sie von vielen mit oder verglichen was beruhigend war da sich beide daten auf klassische zyklische konjunkturabschwünge beziehen
dede_121.mp3	heute ist die stimmung wesentlich trostloser und bezüge auf die jahre und beginnen sichtbar zu werden auch wenn einige regierungen sich weiterhin so verhalten als sei die krise eher klassisch als außergewöhnlich
dede_122.mp3	Die Tendenz ist entweder eine übermäßige Zügelung, Europa, oder eine Streuung der Bemühungen, die Vereinigten Staaten.
dede_123.mp3	europa ist zurückhaltend um schulden zu vermeiden und den euro zu schützen die usa hingegen haben an vielen fronten maßnahmen ergriffen um die ideale gelegenheit zur durchführung dringend erforderlicher strukturreformen nicht zu versäumen
dede_124.mp3	Geostrategen hingegen fällt sowohl in politischer als auch in wirtschaftlicher Hinsicht natürlich das Jahr 1989 ein.
dede_125.mp3	Der Niedergang der Investmentbank Lehman Brothers hat natürlich nichts mit dem Fall der Berliner Mauer zu tun.
dede_126.mp3	oberflächlich scheint er sogar seine perfekte antithese zu sein der zusammenbruch einer mauer die unterdrückung und künstliche teilungen symbolisiert im vergleich zum zusammenbruch einer scheinbar unzerstörbaren und beruhigenden institution des
dede_127.mp3	dennoch könnten die jahre ähnlich wie durchaus einem epochalen wandel entsprechen dessen deutlich werdende konsequenzen jahrzehntelang spürbar sein werden
dede_128.mp3	Das Ende der ideologischen Teilung zwischen Ost und West und das Ende des absoluten Vertrauens in die Märkte sind historische Wendepunkte.
dede_129.mp3	und was im jahr geschehen wird könnte einige der positiven resultate des jahres gefährden einschließlich der friedlichen wiedervereinigung europas und des sieges demokratischer prinzipien über nationalistische wenn nicht sogar fremdenfeindliche tendenz
dede_130.mp3	Im Jahr 1989 hat die liberale Demokratie einen Triumph über die sozialistische Ideologie errungen, die vom Ostblock verkörpert und gefördert wurde.
dede_131.mp3	für viele seiner anhänger war es präsident ronald reagan der die sowjetische wirtschaft mit seiner wohlüberlegten zuspitzung des rüstungswettlaufs an ihre grenzen brachte und somit den vollen beweis für die überlegenheit liberaler gesellschaften und freier märkte erbrachte
dede_132.mp3	Natürlich gibt es deutliche Unterschiede zwischen 1989 und heute.
dede_133.mp3	erstens und vielleicht vor allem haben die revolutionen des jahres und der darauf folgende zusammenbruch der sowjetunion der globalen bipolarität ein ende bereitet
dede_134.mp3	Im Gegensatz dazu wird das Jahr 2009 vermutlich den Weg für eine neue Form der Bipolarität ebnen, wobei allerdings China den Platz der Sowjetunion einnimmt.
dede_135.mp3	während demokratie und marktkapitalismus im jahr als klare wenn auch schwächere als erwartete gewinner schienen ist es in anbetracht der ausdehnung der globalen krise schwierig gewinner von verlierern zu unterscheiden
dede_136.mp3	Jeder scheint ein Verlierer zu sein, auch wenn einige stärker betroffen sind als andere.
dede_137.mp3	Doch Geschichte ist ungerecht und die USA könnten trotz ihrer größeren Verantwortung für die gegenwärtige globale Krise in besserer Verfassung aus dem Morast auftauchen als die meisten Länder.
dede_138.mp3	In besserer Verfassung, aber nicht allein.
dede_139.mp3	Als Gastprofessor in Harvard und damit erhalte ich einen guten Ausblick darauf, wie die Welt aussehen könnte, wenn die Krise schließlich aufhört.
dede_140.mp3	Man spürt so etwas wie die Entstehung eines amerikanisch-asiatisch dominierten Universums.
dede_141.mp3	die asiaten insbesondere chinesen und inder sind überall vom unglaublichen media lab ameth bis zu den fakultäten für mathematik und wirtschaft in harvard wie die römer in athen im ersten jahrhundert v christus voller bewunderung für jene von denen sie so viel gelernt haben und die sie in den kommenden jahrzehnten hinter sich lassen werden
dede_142.mp3	Aber bevor diese neue Ordnung auftaucht, könnte die Welt mit einer sich ausweitenden Unordnung, wenn nicht sogar völligem Chaos, konfrontiert werden.
dede_143.mp3	was wird zum beispiel mit einem so zentralen und verwundbaren land wie ägypten passieren wenn hunderttausende von ägyptern die am golf arbeiten infolge der krise in den erdöl produzierenden ländern gezwungen sind in ihre heimat zurückzukehren
dede_144.mp3	Wenn die Reichen weniger reich werden, werden die Armen ärmer.
dede_145.mp3	und was ist mit den ausländischen arbeitern die nach dem europäischen traum gegriffen haben und jetzt mit potenziellen ausbrüchen von fremdenfeindlichkeit in europas angeblich offenen ländern konfrontiert sind
dede_146.mp3	Die Konsequenzen des Jahres 1989 waren letztlich weniger dauerhaft als viele Beobachter, ich eingeschlossen, angenommen hatten.
dede_147.mp3	wir können nur hoffen daß die konsequenzen des jahres in vergleichbarer weise als wesentlich weniger dramatisch erweisen werden als es sich heute intuitiv und durch unsere historischen reflexen für uns anfühlt
dede_148.mp3	New York Als der Zweite Weltkrieg am 8. Mai 1945 in Europa offiziell endete, lagen weite Teile der Welt in Trümmern.
dede_149.mp3	Aber auch wenn die Fähigkeit des Menschen zur Zerstörung kaum Grenzen kennt, so ist seine Begabung für einen Neuanfang ebenso bemerkenswert.
dede_150.mp3	Vielleicht ist es der Menschheit aus diesem Grund bisher gelungen, zu überleben.
dede_151.mp3	Zweifellos waren Millionen Menschen bei Kriegsende zu hungrig und erschöpft, um jenseits des nackten Überlebens viel zu unternehmen.
dede_152.mp3	dennoch rührte gleichzeitig auch eine welle des idealismus durch die ruinen ein kollektives gefühl der entschlossenheit eine gerechtere friedlichere und sichere welt zu errichten
dede_153.mp3	aus diesem grund wurde auch der große held des krieges winston churchill im sommer noch vor der kapitulation japans als premierminister abgewählt
dede_154.mp3	Männer und Frauen hatten nicht ihr Leben riskiert, nur um danach wieder in die alte Zeit der Klassenprivilegien und der sozialen Benachteiligung zurückzukehren.
dede_155.mp3	Sie wollten bessere Wohnungen, Bildung und kostenlose Gesundheitsversorgung für alle.
dede_156.mp3	ähnliche forderungen wurden in ganz europa laut wo der antinazistische oder antifaschistische widerstand oftmals von linken oder auch kommunisten angeführt wurde und die konservativen aus der vorkriegszeit häufig durch ihre kollaboration mit faschistischen regimen belastet waren
dede_157.mp3	In Ländern wie Frankreich, Italien und Griechenland war von Revolution die Rede.
dede_158.mp3	Diese fanden allerdings nicht statt, weil sie weder von den westlichen Alliierten noch von der Sowjetunion unterstützt wurden.
dede_159.mp3	Stalin gab sich zufrieden, in Osteuropa ein Reich entstehen zu lassen.
dede_160.mp3	aber sogar charles de gaulle ein anführer des widerstands der rechten mußte in seiner ersten nachkriegsregierung kommunisten akzeptieren und er stimmte zu industriebetriebe und banken zu verstaatlichen
dede_161.mp3	Der Schwenk nach links in Richtung sozialdemokratischer Wohlfahrtsstaaten vollzog sich in ganz Westeuropa.
dede_162.mp3	Er war Teil des Konsenses des Jahres 1945.
dede_163.mp3	eine andere art revolution ereignete sich in den ehemaligen europäischen kolonien in asien wo die einheimischen bevölkerungen keine lust hatten erneut von westlichen mächten regiert zu werden denen von japan eine derart schmachvolle niederlage zugefügt worden war
dede_164.mp3	Auch Vietnamesen, Indonesier, Filipinos, Burmesen, Inder und Malaysier wollten ihre Freiheit.
dede_165.mp3	Diese Bestrebungen wurden oftmals in den 1945 gegründeten Vereinten Nationen zum Ausdruck gebracht.
dede_166.mp3	Die UNO war ebenso wie der Traum von der europäischen Einheit Teil des Konsenses des Jahres 1945.
dede_167.mp3	kurzzeitig waren zahlreiche prominente personen wie beispielsweise albert einstein der meinung daß nur eine weltregierung in der lage wäre den globalen frieden sicherzustellen
dede_168.mp3	dieser traum zerplatzte rasch als der kalte krieg die welt in zwei feindliche blöcke aufteilte doch in mancherlei hinsicht wurde der konsens des jahres im westen durch die politik des kalten krieges gestärkt
dede_169.mp3	der noch immer in die lorbeeren des antifaschismus gehüllte kommunismus verfügte nicht nur in der sogenannten dritten welt sondern auch in westeuropa über weitreichende intellektuelle und emotionale anziehungskraft
dede_170.mp3	Die Sozialdemokratie mit ihrem Versprechen größerer Gleichheit und Chancen für alle diente als ideologisches Gegenmittel.
dede_171.mp3	Tatsächlich waren die meisten Sozialdemokraten erbitterte Gegner des Kommunismus.
dede_172.mp3	Heute, 70 Jahre später, haben sich große Teile des Konsenses des Jahres 1945 überlebt.
dede_173.mp3	Wenigen Menschen gelingt es, große Begeisterung für die UNO aufzubringen.
dede_174.mp3	Der europäische Traum befindet sich in der Krise.
dede_175.mp3	Und der sozialdemokratische Wohlfahrtsstaat der Nachkriegszeit wird mit jedem Tag stärker ausgehöhlt.
dede_176.mp3	Dieser Verfall begann in den 1980er Jahren unter Ronald Reagan und Margaret Thatcher.
dede_177.mp3	Die Neoliberalen nahmen die Kosten der Sozialprogramme und die Partikularinteressen der Gewerkschaften ins Visier.
dede_178.mp3	Die Bürger, so meinte man, müssten stärker selbstverantwortlich agieren. Staatliche Sozialprogramme würden sie träge und abhängig machen.
dede_179.mp3	Eine berühmte Formulierung Tuchers zufolge gab es so etwas wie eine Gesellschaft nicht, sondern nur Familien und Individuen, die für sich selbst sorgen sollten.
dede_180.mp3	doch dem konsens des jahres wurde ein noch viel stärkerer schlag versetzt als wir alle den zusammenbruch des sowjetimperiums der anderen großen tyrannie des zwanzigsten jahrhunderts bejubelten
dede_181.mp3	im jahr hatte es den anschein als ob das dunkle vermächtnis des zweiten weltkrieges nämlich die versklavung osteuropas schließlich ein ende gefunden hätte
dede_182.mp3	Und in vielerlei Hinsicht war dem auch so.
dede_183.mp3	Doch mit dem sowjetischen Modell brach auch noch anderes zusammen.
dede_184.mp3	Die Sozialdemokratie verlor ihre Daseinsberechtigung als Gegenmittel zum Kommunismus.
