Audio File	Transcription
enus_dede_98.mp3	 Das war gut gemeint, aber leider hast du mir damit einen Bärendienst erwiesen.
enus_dede_99.mp3	 Mit meiner Gesundheit geht es langsam wieder bergauf.
enus_dede_100.mp3	 Endlich geht es in meinem Leben wieder bergauf.
enus_dede_101.mp3	 Ich glaube, wir sind endlich über den Berg.
enus_dede_102.mp3	 Martha scheint über den Berg zu sein, denn sie lächelt schon wieder.
enus_dede_103.mp3	 Wenn du das wirklich tust, dann fresse ich einen Besen.
enus_dede_104.mp3	 Wenn er sich meldet, fresse ich einen Besen.
enus_dede_105.mp3	 Er sagte ihr durch die Blume, dass er nicht interessiert war.
enus_dede_106.mp3	 Er hat mir nur durch die Blume zu verstehen gegeben, dass es nichts wird.
enus_dede_107.mp3	 Er war so blau, dass er nicht mehr nach Hause fand.
enus_dede_108.mp3	 Es kann nicht sein, dass ich schon wieder so blau bin.
enus_dede_109.mp3	 Jetzt haben wir den Salat.
enus_dede_110.mp3	 Ich habe euch gewarnt, aber ihr wolltet ja nicht hören. Und jetzt haben wir den Salat.
enus_dede_111.mp3	 Ich habe Blut und Wasser geschwitzt, als ich dir zugeschaut habe.
enus_dede_112.mp3	 Der neue Kollege war völlig überfordert und hat Blut und Wasser geschwitzt.
enus_dede_113.mp3	 Als sie mir das erzählte, zog sie mir den Boden unter den Füßen weg.
enus_dede_114.mp3	 Ich fühlte mich, als würde mir jemand den Boden unter den Füßen wegziehen.
enus_dede_115.mp3	 Die Gebäude wurden in wenigen Wochen aus dem Boden gestampft.
enus_dede_116.mp3	 Diese Einkaufszentren werden regelrecht aus dem Boden gestampft.
enus_dede_117.mp3	 Der Hut passt zu seinem Kopf wie die Faust aufs Auge.
enus_dede_118.mp3	 Er passt zu ihr wie die Faust aufs Auge.
enus_dede_119.mp3	 Er schmückte sich bei der Party mit fremden Federn.
enus_dede_120.mp3	 Er schmückte sich mit fremden Federn, indem er die Arbeit anderer als seiner eigene ausgab.
enus_dede_121.mp3	 Du kannst nicht zwischen zwei Stühlen sitzen, sondern musst dich für eine Seite entscheiden.
enus_dede_122.mp3	 Entscheide dich endlich. Du kannst nicht ewig zwischen zwei Stühlen sitzen.
enus_dede_123.mp3	 Ich wusste genau, wo der Hund begraben liegt.
enus_dede_124.mp3	 Solange wir nicht wissen, wo der Hund begraben liegt, können wir nicht handeln.
enus_dede_125.mp3	 Wenn du nicht mehr isst, wirst du vom Fleisch fallen.
enus_dede_126.mp3	 Hast du gesehen, wie dünn Bianca ist? Sie fällt ja regelrecht vom Fleisch.
enus_dede_127.mp3	 Er hatte kein Geld und nagte schon am Hungertuch.
enus_dede_128.mp3	 Du musst nun aber wirklich nicht am Hungertuch nagen.
enus_dede_129.mp3	 Er haute den Hut drauf und ging nach Hause.
enus_dede_130.mp3	 Wenn du nicht bald erfolgreich bist, solltest du den Hut draufhauen.
enus_dede_131.mp3	 Er hat definitiv etwas auf dem Kasten.
enus_dede_132.mp3	 Er muss etwas auf dem Kasten haben, sonst hätte er das nicht machen können.
enus_dede_133.mp3	 Er wusste, was passieren würde, und ließ ihn ins offene Messer laufen.
enus_dede_134.mp3	 Ich werde bei dir sicher nicht ins offene Messer laufen.
enus_dede_135.mp3	 Du solltest ihn definitiv auf den Mond schießen.
enus_dede_136.mp3	 Sie hatte genug von ihm und schoss ihn auf den Mond.
enus_dede_137.mp3	 Er mochte es schon immer, aus der Reihe zu tanzen.
enus_dede_138.mp3	 Tanz doch nicht immer so aus der Reihe.
enus_dede_139.mp3	 Sie wurde definitiv vom Storch ins Bein gebissen.
enus_dede_140.mp3	 Hat sie zugenommen oder wurde sie vom Storch ins Bein gebissen?
enus_dede_141.mp3	 Sie arbeitete fleißig wie eine Biene.
enus_dede_142.mp3	 Erfolgreich wirst du, indem du fleißig wie eine Biene arbeitest.
enus_dede_143.mp3	 Er ist hässlich wie die Nacht.
enus_dede_144.mp3	 Siehst du nicht, dass sie hässlich wie die Nacht ist?«
enus_dede_145.mp3	 Die Polizei schnappte den Verbrecher in einer Nacht- und Nebelaktion.
enus_dede_146.mp3	 Er floh in einer Nacht- und Nebelaktion ins Ausland.
enus_dede_147.mp3	 Ich habe mir die Nacht um die Ohren geschlagen und für die Prüfung gelernt.
enus_dede_148.mp3	 Ich war feiern und habe mir die Nacht um die Ohren geschlagen.
enus_dede_149.mp3	 Wenn das Kind in den Brunnen gefallen ist, kannst du nichts mehr machen.
enus_dede_150.mp3	 Warte nicht, bis das Kind in den Brunnen gefallen ist.
enus_dede_151.mp3	 Als ich die Aufgabe sah, stand ich wie ein Esel vor dem Berg.
enus_dede_152.mp3	 Ich möchte wirklich nicht wie ein Esel vor dem Berg stehen.
enus_dede_153.mp3	 Hier war eine große Nummer im Geschäft.
enus_dede_154.mp3	 Eines Tages will er auch eine große Nummer sein.
enus_dede_155.mp3	 Ihre Laune ging mir gegen den Strich.
enus_dede_156.mp3	 Wenn alle Stricke reißen, wandere ich aus.
enus_dede_157.mp3	 Ich werde mich erst dort bewerben, wenn alle Strecke reißen.
enus_dede_158.mp3	 Beim Fußball sind Tore das Salz in der Suppe.
enus_dede_159.mp3	 Der Bauernladen war das Salz in der Suppe und machte den Ausflug besser.
enus_dede_160.mp3	 Er lässt andere die Arbeit machen und setzt sich dann ins gemachte Nest.
enus_dede_161.mp3	 Sie hat nichts gemacht, sondern sich nur ins gemachte Nest gesetzt.
enus_dede_162.mp3	 Der springt da runter, der muss einen Vogel haben.
enus_dede_163.mp3	 Er hat ja einen Vogel, das würde ich nie machen.
enus_dede_164.mp3	 Es wird Pi mal Daumen 300 Euro kosten.
enus_dede_165.mp3	 Ich kann das nur Pi mal Daumen schätzen.
enus_dede_166.mp3	 Die beiden benehmen sich wie zwei Toteltauben.
enus_dede_167.mp3	 Sie sind aber auch richtige Toteltauben.
enus_dede_168.mp3	 Nach der Partynacht habe ich einen Ohrwurm.
enus_dede_169.mp3	 Das neue Lied meines Lieblingssängers ist so gut. Ich habe jetzt schon einen Ohrwurm.
enus_dede_170.mp3	 Ich muss jetzt einmal Tacheles mit dir reden.
enus_dede_171.mp3	 Rede doch mal Tacheles und nicht immer um den heißen Brei herum.
enus_dede_172.mp3	 An der Hausaufgabe werde ich mir noch die Zähne ausbeißen.
enus_dede_173.mp3	 Das Problem ist äußerst komplex. Daran haben sich schon viele die Zähne ausgebissen.
enus_dede_174.mp3	 Die Sache war aussichtslos. Er fühlte sich, als würde er gegen Windmühlen kämpfen.
enus_dede_175.mp3	 Das Projekt wird scheitern, da sie gegen Windmühlen kämpfen müssen.
enus_dede_176.mp3	 Wer in Aktien investiert, sollte nicht alles auf eine Karte setzen.
enus_dede_177.mp3	 Du kannst nicht dein ganzes Leben riskieren und alles auf eine Karte setzen.
enus_dede_178.mp3	 Jede Person ist anders und man sollte nicht alle über einen Kamm scheren.
enus_dede_179.mp3	 Der Lehrer scherte alle Schüler über einen Kamm.
enus_dede_180.mp3	 Er ist im Vertrieb ja schon ein alter Hase.
enus_dede_181.mp3	 Sprich mit ihm, er ist ein alter Hase.
enus_dede_182.mp3	 Seit ihr im Lotto gewonnen habt, lebt ihr auf großem Fuß.
enus_dede_183.mp3	 Ich weiß nicht, ob er wirklich auf so großem Fuß leben sollte.
enus_dede_184.mp3	 Drück auf die Tube, wir müssen los.
enus_dede_185.mp3	 Wenn du nicht bald auf die Tube drückst, schaffen wir es nicht rechtzeitig.
enus_dede_186.mp3	 Ich bin froh, dass er weg ist, denn er ging mir so auf den Geist.
enus_dede_187.mp3	 Sie ging ihm mit ihrer Fragerei gewaltig auf den Geist.
enus_dede_188.mp3	 Ich muss dir aber auch alles aus der Nase ziehen.
enus_dede_189.mp3	 Meine Mutter beschwert sich immer, dass sie uns alles aus der Nase ziehen muss.
enus_dede_190.mp3	 Er macht heute blau und schwänzt die Schule.
enus_dede_191.mp3	 Er ging heute nicht zur Arbeit, sondern machte blau.
enus_dede_192.mp3	 Sie hat mich eiskalt abblitzen lassen.
enus_dede_193.mp3	 Ich kann einfach nicht darüber hinwegkommen, dass sie mich hat abblitzen lassen.
enus_dede_194.mp3	 Jetzt geht es ans Eingemachte.
enus_dede_195.mp3	 Wenn er zurückkommt, geht es ans Eingemachte.
enus_dede_196.mp3	 Nach dem Marathon pfiff sie aus dem letzten Loch.
enus_dede_197.mp3	 Aufgrund der Wirtschaftskrise pfeifen viele Unternehmen aus dem letzten Loch.
enus_dede_198.mp3	 Als er mir drohte, überspannte er den Bogen.
enus_dede_199.mp3	 Willst du wirklich die ganze Branche vor die Hunde gehen lassen?
enus_dede_200.mp3	 Was, wenn die ganze Klasse vor die Hunde geht?
enus_dede_201.mp3	 Roland nahm das Versagen ohne weiteres auf seine Kappe.
enus_dede_202.mp3	 Nach vier Gläsern Wein sah er wieder weiße Mäuse.
enus_dede_203.mp3	 Siehst du auch schon weiße Mäuse?
enus_dede_204.mp3	 Die Journalistin schaffte es, dass die Künstlerin aus dem Nähkästchen plauderte.
enus_dede_205.mp3	 Vor ihr darfst du aber nicht aus dem Nähkästchen plaudern.
enus_dede_206.mp3	 Ich hasse ihn wie die Pest.
enus_dede_207.mp3	 Sein Benehmen bei der Hochzeit war unter aller Sau.
enus_dede_208.mp3	 Das Drehbuch für den Film war unter aller Sau.
enus_dede_209.mp3	 Sie kann einfach nicht still sitzen. Sie hat eine Menge Pfeffer im Hintern.
enus_dede_210.mp3	 Sie tanzt temperamentvoll zu den brasilianischen Rhythmen. Sie hat ordentlich Pfeffer im Hintern.
enus_dede_211.mp3	 Wir sollten unseren Horizont erweitern und über den Tellerrand hinausschauen.
enus_dede_212.mp3	 Er ist so engstirnig und weigert sich einfach, über den Tellerrand hinauszuschauen.
enus_dede_213.mp3	 Unser Geschäft läuft nicht so erfolgreich wie geplant. Wir schreiben rote Zahlen.
enus_dede_214.mp3	 Die Bank schreibt rote Zahlen und wird wohl bald im Konkurs gehen.
enus_dede_215.mp3	 Nun lass mich schon abschreiben. Sei kein Frosch.
enus_dede_216.mp3	 Ach, mach doch bei dem Streich mit. Sei kein Frosch.
enus_dede_217.mp3	 Halte deine Zunge im Zaum. Diese Geschichte geht niemanden etwas an.
enus_dede_218.mp3	 Wir sind hier bei einer hochkarätigen Veranstaltung, also halte deine Zunge im Zaum.
enus_dede_219.mp3	 Er war schon immer sehr wählerisch und hat sich die Rosinen aus dem Kuchen gepickt.
enus_dede_220.mp3	 Das ist eine Notlage. Da kannst du dir ausnahmsweise mal nicht die Rosinen aus dem Kuchen picken.
enus_dede_221.mp3	 TU nicht so unschuldig. Du hast doch auch keine weiße Weste.
enus_dede_222.mp3	 Dieses Amt kann man nur ausüben, wenn man eine weiße Weste hat.
enus_dede_223.mp3	 Wir haben schon alles Mögliche probiert, um die Krankheit zu heilen. Dagegen ist kein Kraut gewachsen.
enus_dede_224.mp3	 In dieser Sache ist nichts zu machen. Dagegen ist kein Kraut gewachsen.
enus_dede_225.mp3	 Du hast die ganzen Ferien über nichts getan und auf der Bärenhaut gelegen.
enus_dede_226.mp3	 Ich habe mir im Urlaub eine Malaria-Infektion eingefangen und muss das Bett hüten.
enus_dede_227.mp3	 Das Kind hat sich im Kindergarten mit einem Virus angesteckt und muss das Bett hüten.
enus_dede_228.mp3	 Wenn du nicht weißt, wofür du dich entscheiden sollst, wähle doch einfach die goldene Mitte.
enus_dede_229.mp3	 Die goldene Mitte ist oftmals die optimale Lösung.
enus_dede_230.mp3	 Wir können es uns nicht leisten, die Hände in den Schoß zu legen.
enus_dede_231.mp3	 Ich mache drei Kreuze, wenn ich meine Masterarbeit abgegeben habe.
enus_dede_232.mp3	 Sie machten drei Kreuze, als das Verhör endlich vorbei war.
enus_dede_233.mp3	 Die alte Dame sitzt Tag für Tag am Fenster und passt auf wie ein Schießhund, dass ihr nichts entgeht.
enus_dede_234.mp3	 Bei dem Hütchenspieler musst du aufpassen wie ein Schießhund, sonst zieht er dich über den Tisch.
enus_dede_235.mp3	 Nachdem er sich von seiner Frau getrennt hatte, war er nur noch ein Häufchen elend.
enus_dede_236.mp3	 Das Kind saß nach der Zeugnisvergabe wie ein Häufchen Elend auf der Treppe und traute sich nicht rein.
enus_dede_237.mp3	 Mit seinem Start-up hat er ein Schweinegeld verdient.
enus_dede_238.mp3	 Mit dieser Idee kannst du ein Schweinegeld verdienen.
enus_dede_239.mp3	 Schalte mal einen Gang runter. Du fährst ja wie eine gesenkte Sau.
enus_dede_240.mp3	 Die Menschen in diesem Land fahren aber auch wie gesenkte Säue.
enus_dede_241.mp3	 Mit seinem Start-up hat er sich eine goldene Nase verdient.
enus_dede_242.mp3	 Die Familie hat sich im Laufe der Jahrhunderte mit dem Patent eine goldene Nase verdient.
enus_dede_243.mp3	 Ich habe für nächstes Jahr eine Reise nach Australien ins Auge gefasst.
enus_dede_244.mp3	 Diese Investition sollten wir für nächstes Jahr ins Auge fassen.
enus_dede_245.mp3	 Halte jetzt bitte den Mund. Du redest dich um Kopf und Kragen.
enus_dede_246.mp3	 Ich habe mich bei der Gerichtsverhandlung um Kopf und Kragen geredet.
enus_dede_247.mp3	 Ach du grüne Neune! Was hast du denn da angestellt?
enus_dede_248.mp3	 Das soll also meine Geburtstagsüberraschung sein? Ach du grüne Neune!
enus_dede_249.mp3	 Mach doch nicht so einen krummen Rücken. Du sitzt da wie ein Affe auf dem Schleifstein.
